KO,L1,level1,L2,level2,L3,pathway,Description
K14173,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],alpha-farnesene synthase  [EC:4.2.3.46] 
K14174,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],beta-farnesene/exo-alpha-bergamotene synthase  [EC:4.2.3.47 4.2.3.81] 
K14175,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],"(3S,6E)-nerolidol synthase  [EC:4.2.3.48] "
K14176,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],epi-cedrol synthase  [EC:4.2.3.39] 
K14177,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],alpha-bisabolene synthase  [EC:4.2.3.38] 
K14178,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],"amorpha-4,11-diene synthase  [EC:4.2.3.24] "
K14179,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],germacrene-A synthase  [EC:4.2.3.23] 
K14180,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],aristolochene synthase  [EC:4.2.3.9] 
K14181,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],valencene/7-epi-alpha-selinene synthase  [EC:4.2.3.73 4.2.3.86] 
K14182,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],vetispiradiene synthase  [EC:4.2.3.21] 
K14183,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],(+)-delta-cadinene synthase  [EC:4.2.3.13] 
K14184,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],alpha-humulene/beta-caryophyllene synthase  [EC:4.2.3.104 4.2.3.57] 
K14185,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],longifolene/alpha-longipinene synthase  [EC:4.2.3.58 4.2.3.80] 
K14186,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],gamma-humulene synthase  [EC:4.2.3.56] 
K14187,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",chorismate mutase / prephenate dehydrogenase  [EC:5.4.99.5 1.3.1.12] 
K14187,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00401,Novobiocin biosynthesis [PATH:ko00401],chorismate mutase / prephenate dehydrogenase  [EC:5.4.99.5 1.3.1.12] 
K14188,l1_09100,Metabolism,l1_09106,Metabolism of other amino acids,map00470,D-Amino acid metabolism [PATH:ko00470],D-alanine--poly(phosphoribitol) ligase subunit 2  [EC:6.1.1.13] 
K14188,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map02020,Two-component system [PATH:ko02020],D-alanine--poly(phosphoribitol) ligase subunit 2  [EC:6.1.1.13] 
K14188,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00552,Teichoic acid biosynthesis [PATH:ko00552],D-alanine--poly(phosphoribitol) ligase subunit 2  [EC:6.1.1.13] 
K14190,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00053,Ascorbate and aldarate metabolism [PATH:ko00053],GDP-L-galactose phosphorylase  [EC:2.7.7.69] 
K14205,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map02020,Two-component system [PATH:ko02020],phosphatidylglycerol lysyltransferase  [EC:2.3.2.3] 
K14209,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04138,,solute carrier family 36 (proton-coupled amino acid transporter) 
K14215,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],"trans,polycis-decaprenyl diphosphate synthase  [EC:2.5.1.86] "
K14218,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Ala 
K14219,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Arg 
K14220,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Asn 
K14221,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Asp 
K14222,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Cys 
K14223,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Gln 
K14224,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Glu 
K14225,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Gly 
K14226,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA His 
K14227,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Ile 
K14228,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Leu 
K14229,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Lys 
K14230,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Met 
K14231,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Phe 
K14232,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Pro 
K14233,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Ser 
K14234,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Thr 
K14235,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Trp 
K14236,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Tyr 
K14237,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Val 
K14238,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Sec 
K14239,l1_09120,Genetic Information Processing,l1_09122,Translation,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],tRNA Pyl 
K14244,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],amidotransferase  [EC:6.3.5.-] 
K14245,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],PKS ketosynthase (KS/KS alpha)  [EC:2.3.1.-] 
K14246,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],PKS chain-length factor (CLF/KS beta)  [EC:2.3.1.-] 
K14249,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],bifunctional cyclase/aromatase  [EC:4.2.1.-] 
K14249,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01056,Biosynthesis of type II polyketide backbone [PATH:ko01056],bifunctional cyclase/aromatase  [EC:4.2.1.-] 
K14250,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],cyclase 
K14250,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],cyclase 
K14251,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],C-methyltransferase  [EC:2.1.1.-] 
K14251,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],C-methyltransferase  [EC:2.1.1.-] 
K14252,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],6-methylpretetramide 4-monooxygenase / 4-hydroxy-6-methylpretetramide 12a-monooxygenase  [EC:1.14.13.232 1.14.13.233] 
K14252,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],6-methylpretetramide 4-monooxygenase / 4-hydroxy-6-methylpretetramide 12a-monooxygenase  [EC:1.14.13.232 1.14.13.233] 
K14253,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],6-methylpretetramide 4-monooxygenase  [EC:1.14.13.232] 
K14253,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],6-methylpretetramide 4-monooxygenase  [EC:1.14.13.232] 
K14254,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],aminotransferase 
K14254,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],aminotransferase 
K14255,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],4-amino-anhydrotetracycline N4-methyltransferase  [EC:2.1.1.335] 
K14255,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],4-amino-anhydrotetracycline N4-methyltransferase  [EC:2.1.1.335] 
K14256,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],"anhydrotetracycline 6-monooxygenase / 5a,11a-dehydrotetracycline 5-monooxygenase  [EC:1.14.13.38 1.14.13.234] "
K14256,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],"anhydrotetracycline 6-monooxygenase / 5a,11a-dehydrotetracycline 5-monooxygenase  [EC:1.14.13.38 1.14.13.234] "
K14257,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00404,Staurosporine biosynthesis [PATH:ko00404],tetracycline 7-halogenase / FADH2 O2-dependent halogenase  [EC:1.14.19.49 1.14.19.-] 
K14257,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],tetracycline 7-halogenase / FADH2 O2-dependent halogenase  [EC:1.14.19.49 1.14.19.-] 
K14257,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],tetracycline 7-halogenase / FADH2 O2-dependent halogenase  [EC:1.14.19.49 1.14.19.-] 
K14259,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00053,Ascorbate and aldarate metabolism [PATH:ko00053],2-dehydro-3-deoxy-D-arabinonate dehydratase  [EC:4.2.1.141] 
K14259,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00040,Pentose and glucuronate interconversions [PATH:ko00040],2-dehydro-3-deoxy-D-arabinonate dehydratase  [EC:4.2.1.141] 
K14260,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00220,Arginine biosynthesis [PATH:ko00220],alanine-synthesizing transaminase  [EC:2.6.1.66 2.6.1.2] 
K14260,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250]",alanine-synthesizing transaminase  [EC:2.6.1.66 2.6.1.2] 
K14260,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00290,"Valine, leucine and isoleucine biosynthesis [PATH:ko00290]",alanine-synthesizing transaminase  [EC:2.6.1.66 2.6.1.2] 
K14263,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],kynurenine formamidase  [EC:3.5.1.9] 
K14263,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00380,Tryptophan metabolism [PATH:ko00380],kynurenine formamidase  [EC:3.5.1.9] 
K14264,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00380,Tryptophan metabolism [PATH:ko00380],kynurenine aminotransferase  [EC:2.6.1.7] 
K14265,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00380,Tryptophan metabolism [PATH:ko00380],tryptophan aminotransferase  [EC:2.6.1.27] 
K14266,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00404,Staurosporine biosynthesis [PATH:ko00404],tryptophan 7-halogenase  [EC:1.14.19.9] 
K14267,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00300,Lysine biosynthesis [PATH:ko00300],N-succinyldiaminopimelate aminotransferase  [EC:2.6.1.17] 
K14268,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250]",5-aminovalerate/4-aminobutyrate aminotransferase  [EC:2.6.1.48 2.6.1.19] 
K14268,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00310,Lysine degradation [PATH:ko00310],5-aminovalerate/4-aminobutyrate aminotransferase  [EC:2.6.1.48 2.6.1.19] 
K14268,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],5-aminovalerate/4-aminobutyrate aminotransferase  [EC:2.6.1.48 2.6.1.19] 
K14271,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00999,Biosynthesis of various plant secondary metabolites [PATH:ko00999],nicotianamine aminotransferase  [EC:2.6.1.80] 
K14272,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00220,Arginine biosynthesis [PATH:ko00220],glutamate--glyoxylate aminotransferase  [EC:2.6.1.4 2.6.1.2 2.6.1.44] 
K14272,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",glutamate--glyoxylate aminotransferase  [EC:2.6.1.4 2.6.1.2 2.6.1.44] 
K14272,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250]",glutamate--glyoxylate aminotransferase  [EC:2.6.1.4 2.6.1.2 2.6.1.44] 
K14272,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],glutamate--glyoxylate aminotransferase  [EC:2.6.1.4 2.6.1.2 2.6.1.44] 
K14272,l1_09100,Metabolism,l1_09102,Energy metabolism,map00710,Carbon fixation in photosynthetic organisms [PATH:ko00710],glutamate--glyoxylate aminotransferase  [EC:2.6.1.4 2.6.1.2 2.6.1.44] 
K14273,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00040,Pentose and glucuronate interconversions [PATH:ko00040],"D-xylose 1-dehydrogenase (NADP+, D-xylono-1,5-lactone-forming)  [EC:1.1.1.179] "
K14274,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00040,Pentose and glucuronate interconversions [PATH:ko00040],"xylono-1,5-lactonase  [EC:3.1.1.110] "
K14275,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00040,Pentose and glucuronate interconversions [PATH:ko00040],D-xylonate dehydratase  [EC:4.2.1.82] 
K14276,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U1 spliceosomal RNA 
K14277,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U2 spliceosomal RNA 
K14278,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U4 spliceosomal RNA 
K14279,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U5 spliceosomal RNA 
K14280,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U6 spliceosomal RNA 
K14284,l1_09120,Genetic Information Processing,l1_09122,Translation,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],nuclear RNA export factor 
K14284,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear RNA export factor 
K14284,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],nuclear RNA export factor 
K14285,l1_09120,Genetic Information Processing,l1_09122,Translation,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],NTF2-related export protein 1/2 
K14285,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],NTF2-related export protein 1/2 
K14285,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],NTF2-related export protein 1/2 
K14286,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00564,Glycerophospholipid metabolism [PATH:ko00564],ethanolamine-phosphate phospho-lyase  [EC:4.2.3.2] 
K14288,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],exportin-T 
K14289,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],exportin-5 
K14290,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04013,MAPK signaling pathway [PATH:ko04010],exportin-1 
K14290,l1_09120,Genetic Information Processing,l1_09122,Translation,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],exportin-1 
K14290,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],exportin-1 
K14291,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],phosphorylated adapter RNA export protein 
K14293,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],importin subunit beta-1 
K14294,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],partner of Y14 and mago 
K14294,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],partner of Y14 and mago 
K14295,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup50 
K14296,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup153 
K14297,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup98-Nup96 
K14298,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],mRNA export factor 
K14299,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nucleoporin SEH1 
K14299,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04150,mTOR signaling pathway [PATH:ko04150],nucleoporin SEH1 
K14300,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup133 
K14301,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup107 
K14302,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup37 
K14303,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup160 
K14304,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup85 
K14305,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup43 
K14306,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup62 
K14307,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nucleoporin p58/p45 
K14308,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup54 
K14309,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup93 
K14310,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup205 
K14311,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup188 
K14312,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup155 
K14313,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup53 
K14314,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup210 
K14315,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nucleoporin NDC1 
K14316,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup121 
K14317,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup214 
K14318,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nuclear pore complex protein Nup88 
K14319,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],Ran GTPase-activating protein 1 
K14320,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],aladin 
K14321,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],nucleoporin-like protein 2 
K14323,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],protein CASC3 
K14323,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],protein CASC3 
K14324,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],histone deacetylase complex subunit SAP18 
K14324,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],histone deacetylase complex subunit SAP18 
K14325,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],RNA-binding protein with serine-rich domain 1 
K14325,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],RNA-binding protein with serine-rich domain 1 
K14326,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],regulator of nonsense transcripts 1  [EC:3.6.4.13 5.6.2.3] 
K14326,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],regulator of nonsense transcripts 1  [EC:3.6.4.13 5.6.2.3] 
K14327,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],regulator of nonsense transcripts 2 
K14327,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],regulator of nonsense transcripts 2 
K14328,l1_09120,Genetic Information Processing,l1_09122,Translation,map03013,Nucleocytoplasmic transport [PATH:ko03013],regulator of nonsense transcripts 3 
K14328,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],regulator of nonsense transcripts 3 
K14329,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00330,Arginine and proline metabolism [PATH:ko00330],agmatine coumaroyltransferase  [EC:2.3.1.64 2.3.1.-] 
K14329,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00999,Biosynthesis of various plant secondary metabolites [PATH:ko00999],agmatine coumaroyltransferase  [EC:2.3.1.64 2.3.1.-] 
K14332,l1_09100,Metabolism,l1_09102,Energy metabolism,map00195,Photosynthesis [PATH:ko00195],photosystem I subunit PsaO 
K14333,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00362,Benzoate degradation [PATH:ko00362],"2,3-dihydroxybenzoate decarboxylase  [EC:4.1.1.46] "
K14333,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00627,Aminobenzoate degradation [PATH:ko00627],"2,3-dihydroxybenzoate decarboxylase  [EC:4.1.1.46] "
K14334,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00362,Benzoate degradation [PATH:ko00362],"carboxy-cis,cis-muconate cyclase  [EC:5.5.1.5] "
K14335,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00571,Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571],"alpha-1,6-mannosyltransferase  [EC:2.4.1.-] "
K14337,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00571,Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571],"alpha-1,6-mannosyltransferase  [EC:2.4.1.-] "
K14338,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00071,Fatty acid degradation [PATH:ko00071],cytochrome P450 / NADPH-cytochrome P450 reductase  [EC:1.14.14.1 1.6.2.4] 
K14338,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00627,Aminobenzoate degradation [PATH:ko00627],cytochrome P450 / NADPH-cytochrome P450 reductase  [EC:1.14.14.1 1.6.2.4] 
K14338,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00380,Tryptophan metabolism [PATH:ko00380],cytochrome P450 / NADPH-cytochrome P450 reductase  [EC:1.14.14.1 1.6.2.4] 
